year,index,language,discipline,context,alternatives_intro,alternative_A,alternative_B,alternative_C,alternative_D,alternative_E,correct_alternative,has_images
2012,136,,matematica,"O esporte de alta competição da atualidade produziu uma questão ainda sem resposta: Qual é o limite do corpo humano? O maratonista original, o grego da lenda, morreu de fadiga por ter corrido 42 quilômetros. O americano Dean Karnazes, cruzando sozinho as planícies da Califórnia, conseguiu correr dez vezes mais em 75 horas.  
Um professor de Educação Física, ao discutir com a turma o texto sobre a capacidade do maratonista americano, desenhou na lousa uma pista reta de 60 centímetros, que representaria o percurso referido.

_Disponível em: http://veja.abril.com.br. Acesso em: 25 jun. 2011 (adaptado)._","Se o percurso de Dean Karnazes fosse também em uma pista reta, qual seria a escala entre a pista feita pelo professor e a percorrida pelo atleta?",1:700,1:7 000,1:70 000,1:700 000,1:7 000 000,D,False
2012,137,,matematica,"![](https://enem.dev/2012/questions/137/5720ed4d-1330-4139-8e45-4161901d1ed3.png)

Dobrando-se o raio de duas das circunferências centradas em vértices opostos do losango e ainda mantendo-se a configuração das tangências, obtém-se uma situação conforme ilustrada pela Figura 2.

![](https://enem.dev/2012/questions/137/232bcbe6-caaa-44af-a96a-317187b14850.png)","O perímetro do losango da Figura 2, quando comparado ao perímetro do losango da Figura 1, teve um aumento de",300%.,200%.,150%.,100%.,50%.,E,True
2012,138,,matematica,,"Sabendo-se que um deles levou 50 laranjas a mais no segundo trajeto, qual a quantidade de laranjas que José, Carlos e Paulo, nessa ordem, transportaram na segunda parte do trajeto?","600, 550, 350","300, 300, 150","300, 250, 200","200, 200, 100","100, 100, 50",B,False
2012,139,,matematica,"O gráfico a seguir apresenta o resultado da enquete.

![](https://enem.dev/2012/questions/139/d676f9b1-2c82-461a-9863-f38aacafed80.png)

O administrador do _blog_ irá sortear um livro entre os visitantes que opinaram na postagem “Contos de Halloween”.","Sabendo que nenhum visitante votou mais de uma vez, a probabilidade de uma pessoa escolhida ao acaso entre as que opinaram ter assinalado que o conto “Contos de Halloween” é “Chato” é mais aproximada por","0,09.","0,12.","0,14.","0,15.","0,18.",D,True
2012,14,,ciencias-humanas,"A soma do tempo gasto por todos os navios de carga na espera para atracar no porto de Santos é igual a 11 anos — isso, contando somente o intervalo de janeiro a outubro de 2011. O problema não foi registrado somente neste ano. Desde 2006 a perda de tempo supera uma década.

**Folha de S. Paulo**, 25 dez. 2011 (adaptado).","A situação descrita gera consequências em cadeia, tanto para a produção quanto para o transporte. No que se refere à territorialização da produção no Brasil contemporâneo, uma dessas consequências é a",Realocação das exportações para o modal aéreo em função da rapidez.,Dispersão dos serviços financeiros em função da busca de novos pontos de importação.,Redução da exportação de gêneros agrícolas em função da dificuldade para o escoamento.,Priorização do comércio com países vizinhos em função da existência de fronteiras terrestres.,Estagnação da indústria de alta tecnologia em função da concentração de investimentos na infraestrutura de circulação.,C,False
2012,140,,ciencias-humanas,"Arthur deseja comprar um terreno de Cléber, que lhe oferece as seguintes possibilidades de pagamento:

• Opção 1: Pagar à vista, por R$ 55 000,00;

• Opção 2: Pagar a prazo, dando uma entrada de R$ 30 000,00, e mais uma prestação de R$ 26 000,00 para dali a 6 meses.

• Opção 3: Pagar a prazo, dando uma entrada de R$ 20 000,00, mais uma prestação de R$ 20 000,00, para dali a 6 meses e outra de R$ 18 000,00 para dali a 12 meses da data da compra.

• Opção 4: Pagar a prazo dando uma entrada de R$ 15 000,00 e o restante em 1 ano da data da compra, pagando R$ 39 000,00.

• Opção 5: pagar a prazo, dali a um ano, o valor de R$ 60 000,00.

Arthur tem o dinheiro para pagar à vista, mas avalia se não seria melhor aplicar o dinheiro do valor à vista (ou até um valor menor) em um investimento, com rentabilidade de 10% ao semestre, resgatando os valores à medida que as prestações da opção escolhida fossem vencendo.","Após avaliar a situação do ponto de vista financeiro e das condições apresentadas, Arthur concluiu que era mais vantajoso financeiramente escolher a opção:",1.,2.,3.,4.,5.,D,False
2012,141,,matematica,![](https://enem.dev/2012/questions/141/e150aff4-41c0-4f6b-9a19-232d978fc497.png),"Nestas condições, a área perdida do forro, após a primeira lavagem, será expressa por",2xy,15 − 3x,15 − 5y,−5y − 3x,5y + 3x − xy,E,True
2012,142,,matematica,"A capacidade mínima, em BTU/h, de um aparelho de ar-condicionado, para ambientes sem exposição ao sol, pode ser determinada da seguinte forma:

• 600 BTU/h por m2 , considerando-se até duas pessoas no ambiente;

• para cada pessoa adicional nesse ambiente, acrescentar 600 BTU/h;

• acrescentar mais 600 BTU/h para cada equipamento eletroeletrônico em funcionamento no ambiente.

Será instalado um aparelho de ar-condicionado em uma sala, sem exposição ao sol, de dimensões 4 m x 5 m, em que permaneçam quatro pessoas e possua um aparelho de televisão em funcionamento.","A capacidade mínima, em BTU/h, desse aparelho de arcondicionado deve ser",12 000.,12 600.,13 200.,13 800.,15 000.,D,False
2012,143,,matematica,![](https://enem.dev/2012/questions/143/29dbd2b9-ef4e-4af8-8de5-2a651c4935c4.png),A expressão que traduz a resistência S dessa viga de madeira é,,,,,,A,True
2012,144,,matematica,"O diretor de uma escola convidou os 280 alunos de terceiro ano a participarem de uma brincadeira. Suponha que existem 5 objetos e 6 personagens numa casa de 9 cômodos; um dos personagens esconde um dos objetos em um dos cômodos da casa. O objetivo da brincadeira é adivinhar qual objeto foi escondido por qual personagem e em qual cômodo da casa o objeto foi escondido.

Todos os alunos decidiram participar. A cada vez um aluno é sorteado e dá a sua resposta. As respostas devem ser sempre distintas das anteriores, e um mesmo aluno não pode ser sorteado mais de uma vez. Se a resposta do aluno estiver correta, ele é declarado vencedor e a brincadeira é encerrada.",O diretor sabe que algum aluno acertará a resposta porque há,10 alunos a mais do que possíveis respostas distintas.,20 alunos a mais do que possíveis respostas distintas.,119 alunos a mais do que possíveis respostas distintas.,260 alunos a mais do que possíveis respostas distintas.,270 alunos a mais do que possíveis respostas distintas.,A,False
2012,145,,matematica,![](https://enem.dev/2012/questions/145/6e2e626f-d7f8-4615-bd32-13151f6cc0be.png),Qual é a árvore que apresenta a maior altura real?,I,II,III,IV,V,D,True
2012,146,,matematica,"![](https://enem.dev/2012/questions/146/f3712744-381c-4ed8-8f20-86b3e9a52be9.png)

Uma jogada consiste em:

1º) o jogador apresenta um palpite sobre a cor da bola que será retirada por ele da urna 2;

2º) ele retira, aleatoriamente, uma bola da urna 1 e a coloca na urna 2, misturando-a com as que lá estão;

3º) em seguida ele retira, também aleatoriamente, uma bola da urna 2;

4º) se a cor da última bola retirada for a mesma do palpite inicial, ele ganha o jogo.",Qual cor deve ser escolhida pelo jogador para que ele tenha a maior probabilidade de ganhar?,Azul.,Amarela.,Branca.,Verde.,Vermelha.,E,True
2012,147,,matematica,![](https://enem.dev/2012/questions/147/04304914-c660-44ee-a7a0-ee9be4ae9d9c.png),"Considerando as informações indicadas na figura, o consumo total de água registrado nesse hidrômetro, em litros, é igual a","3 534,85.","3 544,20.","3 534 850,00.","3 534 859,35.","3 534 850,39.",D,True
2012,148,,matematica,![](https://enem.dev/2012/questions/148/26ce4617-a934-4ff1-83a3-96a7dad3e773.png),"De acordo com o gráfico, os meses em que ocorreram, respectivamente, a maior e a menor venda absolutas em 2011 foram",Março e abril.,Março e agosto.,Agosto e setembro.,Junho e setembro.,Junho e agosto.,E,True
2012,149,,matematica,![](https://enem.dev/2012/questions/149/1c6c7b68-7082-4bde-97d1-7095071d775c.png),Quais serão os sólidos geométricos que Maria obterá a partir dessas planificações?,"Cilindro, prisma de base pentagonal e pirâmide.","Cone, prisma de base pentagonal e pirâmide.","Cone, tronco de pirâmide e pirâmide.","Cilindro, tronco de pirâmide e prisma.","Cilindro, prisma e tronco de cone.",A,True
2012,15,,ciencias-humanas,"Diante dessas inconsistências e de outras que ainda preocupam a opinião pública, nós, jornalistas, estamos encaminhando este documento ao Sindicato dos Jornalistas Profissionais no Estado de São Paulo, para que o entregue à Justiça; e da Justiça esperamos a realização de novas diligências capazes de levar à completa elucidação desses fatos e de outros que porventura vierem a ser levantados.

Em nome da verdade. In: O Estado de São Paulo, 3 fev. 1976. Apud. FILHO, I. A. Brasil, 500 anos em documentos. Rio de Janeiro: Mauad, 1999.","A morte do jornalista Vladimir Herzog, ocorrida durante o regime militar, em 1975, levou a medidas como o abaixo-assinado feito por profissionais da imprensa de São Paulo. A análise dessa medida tomada indica a",Certeza do cumprimento das leis.,Superação do governo de exceção.,Violência dos terroristas de esquerda.,Punição dos torturadores da polícia.,Expectativa da investigação dos culpados.,E,False
2012,150,,matematica,"Jogar baralho é uma atividade que estimula o raciocínio. Um jogo tradicional é a Paciência, que utiliza 52 cartas. Inicialmente são formadas sete colunas com as cartas. A primeira coluna tem uma carta, a segunda tem duas cartas, a terceira tem três cartas, a quarta tem quatro cartas, e assim sucessivamente até a sétima coluna, a qual tem sete cartas, e o que sobra forma o monte, que são as cartas não utilizadas nas colunas.",A quantidade de cartas que forma o monte é,21.,24.,26.,28.,31.,B,False
2012,151,,matematica,![](https://enem.dev/2012/questions/151/d4cbd8c7-f9da-48aa-9108-72f611ce5370.png),"Com base no gráfico e nas informações do texto, é possível inferir que houve maior aquecimento global em",1995.,1998.,2000.,2005.,2007.,E,True
2012,152,,matematica,"Em exposições de artes plásticas, é usual que estátuas sejam expostas sobre plataformas giratórias. Uma medida de segurança é que a base da escultura esteja integralmente apoiada sobre a plataforma. Para que se providencie o equipamento adequado, no caso de uma base quadrada que será fixada sobre uma plataforma circular, o auxiliar técnico do evento deve estimar a medida _R_ do raio adequado para a plataforma em termos da medida _L_ do lado da base da estátua.",Qual relação entre R e L o auxiliar técnico deverá apresentar de modo que a exigência de segurança seja cumprida?,,,,,,A,False
